CPA 2008,CPC v2
26.40.51,47402
26.40.52,47403
26.40.60,38581
26.40.99,88744
26.51.11,48211
26.51.12,48219
26.51.12,48212
26.51.20,48220
26.51.31,48231
26.51.32,48232
26.51.33,48233
26.51.41,48241
26.51.42,48242
26.51.43,48243
26.51.44,48244
26.51.45,48249
26.51.51,48251
26.51.52,48252
26.51.53,48253
26.51.61,48261
26.51.62,48262
26.51.63,48263
26.51.64,48264
26.51.65,48266
26.51.66,48269
26.51.70,48269
26.51.81,47403
26.51.82,48281
26.51.83,48282
26.51.84,48283
26.51.85,48284
26.51.86,48281
26.51.86,48285
26.51.99,88745
26.52.11,48410
26.52.12,48410
26.52.13,48420
26.52.14,48420
26.52.21,48440
26.52.22,48440
26.52.23,48440
26.52.24,48440
26.52.25,48440
26.52.26,48490
26.52.27,48490
26.52.28,48430
26.52.99,88746
26.60.11,48110
26.60.12,48121
26.60.13,48122
26.60.14,48172
26.60.91,88747
26.60.99,88747
26.70.11,48321
26.70.12,48322
26.70.13,47215
26.70.14,48322
26.70.15,48322
26.70.16,48323
26.70.17,48324
26.70.18,48330
26.70.19,48353
26.70.21,48311
26.70.22,48314
26.70.23,48315
26.70.24,48351
26.70.25,48354
26.70.99,88748
26.80.11,47530
26.80.12,47540
26.80.13,47590
26.80.14,47910
26.80.99,88749
27.11.10,46111
27.11.21,46112
27.11.22,46112
27.11.23,46112
27.11.24,46112
27.11.25,46112
27.11.26,46112
27.11.31,46113
27.11.32,46113
27.11.41,46121
27.11.42,46121
27.11.43,46121
27.11.50,46122
27.11.61,46131
27.11.62,46132
27.11.99,88751
27.12.10,46211
27.12.21,46212
27.12.22,46212
27.12.23,46212
27.12.24,46212
27.12.31,46213
27.12.32,46214
27.12.40,46220
27.12.99,88751
27.20.11,46410
27.20.12,46430
27.20.21,46420
27.20.22,46420
27.20.23,46420
27.20.24,46430
27.20.99,88752
27.31.11,46360
27.31.12,48311
27.31.99,88753
27.32.11,36950
27.32.11,46310
27.32.12,46320
27.32.13,46340
27.32.14,46350
27.32.99,88754
27.33.11,46212
27.33.12,46212
27.33.13,46212
27.33.13,46215
27.33.14,36980
27.33.99,88755
27.40.11,46510
27.40.12,46510
27.40.13,46510
27.40.14,46510
27.40.15,46510
27.40.21,46531
27.40.22,46531
27.40.23,46531
27.40.24,46531
27.40.25,46531
27.40.31,48324
27.40.32,46532
27.40.33,46539
27.40.39,46910
27.40.39,46539
27.40.41,46541
27.40.42,46960
27.40.42,46542
27.40.99,88756
27.51.11,44811
27.51.12,44812
27.51.13,44812
27.51.14,44813
27.51.15,44815
27.51.21,44919
27.51.21,44816
27.51.22,44816
27.51.23,44816
27.51.24,44816
27.51.25,44817
27.51.26,44817
27.51.27,44817
27.51.28,44817
27.51.29,44818
27.51.30,44831
27.51.99,88757
27.52.11,44821
27.52.12,44822
27.52.13,44824
27.52.14,44826
27.52.20,44832
27.52.99,88757
27.90.11,46939
27.90.12,46940
27.90.13,46950
27.90.20,46929
27.90.31,44241
27.90.32,44255
27.90.33,46960
27.90.40,46939
27.90.51,47110
27.90.52,47110
27.90.53,47110
27.90.60,47120
27.90.70,46929
27.90.81,47171
27.90.82,47172
27.90.99,88759
28.11.11,43110
28.11.12,43110
28.11.13,43110
28.11.21,43141
28.11.22,43142
28.11.23,43143
28.11.24,46113
28.11.31,43153
28.11.32,43154
28.11.33,43156
28.11.41,43151
28.11.42,43151
28.11.99,88761
28.12.11,43211
28.12.12,43219
28.12.13,43220
28.12.14,43240
28.12.15,43220
28.12.16,43211
28.12.16,43219
28.12.20,43251
28.12.99,88762
28.13.11,43220
28.13.12,43220
28.13.13,43220
28.13.14,43220
28.13.21,43230
28.13.22,43230
28.13.23,43230
28.13.24,43230
28.13.25,43230
28.13.26,43230
28.13.27,43230
28.13.28,43230
28.13.31,43252
28.13.32,43253
28.13.99,88763
28.14.11,43240
28.14.12,43240
28.14.13,43240
28.14.20,43254
28.14.99,88763
28.15.10,43310
28.15.21,43320
28.15.22,43320
28.15.23,43320
28.15.24,43320
28.15.25,43320
28.15.26,43320
28.15.31,43331
28.15.32,43332
28.15.39,43332
28.15.99,88764
28.21.11,43410
28.21.12,43420
28.21.13,43420
28.21.14,43430
28.21.99,88765
28.22.11,43510
28.22.12,43510
28.22.13,43510
28.22.14,43520
28.22.15,43530
28.22.16,43540
28.22.17,43550
28.22.18,43560
28.22.19,43570
28.22.20,43580
28.22.99,88766
28.23.11,45110
28.23.12,45130
28.23.13,45141
28.23.21,44917
28.23.22,45150
28.23.23,45160
28.23.24,45170
28.23.25,45180
28.23.26,44922
28.23.91,88767
28.23.99,88767
28.24.11,44232
28.24.12,44231
28.24.21,44253
28.24.22,44253
28.24.99,88768
28.25.11,43911
28.25.12,43912
28.25.13,43913
28.25.14,43914
28.25.20,43931
28.25.30,43941
28.25.99,88769
28.29.11,43911
28.29.12,43914
28.29.13,43915
28.29.21,43921
28.29.22,43923
28.29.23,43924
28.29.31,43922
28.29.31,48212
28.29.32,43922
28.29.39,48233
28.29.39,43922
28.29.41,43931
28.29.42,43933
28.29.43,43934
28.29.50,43935
28.29.60,43932
28.29.70,44242
28.29.81,43941
28.29.82,43942
28.29.83,48281
28.29.83,43943
28.29.84,43949
28.29.85,43944
28.29.86,44256
28.29.99,88769
28.30.10,44141
28.30.21,44149
28.30.22,44149
28.30.23,44149
28.30.31,44111
28.30.32,44112
28.30.33,44113
28.30.34,44114
28.30.39,44119
28.30.40,44121
28.30.51,44123
28.30.52,44124
28.30.53,44125
28.30.54,44126
28.30.59,44129
28.30.59,44122
28.30.60,44150
28.30.70,44160
28.30.81,44127
28.30.82,44131
28.30.83,44192
28.30.84,44193
28.30.85,44194
28.30.86,44198
28.30.91,44129
28.30.92,44115
28.30.93,44199
28.30.94,44139
28.30.99,88771
28.41.11,44918
28.41.11,44211
28.41.12,44212
28.41.21,44213
28.41.22,44214
28.41.22,44215
28.41.23,44216
28.41.24,44216
28.41.31,44217
28.41.32,44217
28.41.33,44217
28.41.34,44218
28.41.40,44923
28.41.40,44251
28.41.99,88772
28.49.11,44221
28.49.12,44222
28.49.21,44251
28.49.22,44251
28.49.23,44251
28.49.24,44252
28.49.99,88772
28.91.11,44310
28.91.12,44320
28.91.99,88773
28.92.11,44411
28.92.12,44412
28.92.21,44421
28.92.22,44422
28.92.23,44423
28.92.24,44424
28.92.25,44425
28.92.26,44426
28.92.27,44427
28.92.28,44429
28.92.29,44428
28.92.30,44430
28.92.40,44440
28.92.50,44142
28.92.61,44461
28.92.62,44462
28.92.99,88774
28.93.11,44511
28.93.12,44132
28.93.13,44513
28.93.14,44191
28.93.15,44515
28.93.16,44518
28.93.17,44516
28.93.19,44517
28.93.20,44128
28.93.31,44139
28.93.32,44522
28.93.33,44523
28.93.34,44522
28.93.99,88775
28.94.11,44611
28.94.12,44611
28.94.13,44612
28.94.14,44629
28.94.14,44613
28.94.15,44914
28.94.15,44629
28.94.15,44614
28.94.21,44629
28.94.22,44622
28.94.23,44911
28.94.24,44621
28.94.30,44630
28.94.40,44814
28.94.51,44640
28.94.52,44640
28.94.99,88776
28.95.11,44913
28.95.12,44921
28.95.99,88779
28.96.10,44915
28.96.20,44929
28.96.99,88779
28.99.11,44914
28.99.12,44914
28.99.13,44914
28.99.14,44914
28.99.14,44917
28.99.20,44918
28.99.31,44912
28.99.32,38600
28.99.39,44919
28.99.40,44922
28.99.51,44923
28.99.52,44929
28.99.99,88779
29.10.11,43121
29.10.12,43122
29.10.13,43123
29.10.21,49113
29.10.22,49113
29.10.23,49113
29.10.24,49113
29.10.30,49112
29.10.41,49114
29.10.42,49114
29.10.43,49111
29.10.44,49121
29.10.51,49115
29.10.52,49116
29.10.59,49119
29.10.99,88811
29.20.10,49210
29.20.21,49221
29.20.22,49222
29.20.23,49229
29.20.30,49232
29.20.40,88812
29.20.50,88812
29.20.99,88812
29.31.10,46330
29.31.21,46910
29.31.22,46910
29.31.23,46910
29.31.30,46960
29.31.99,88813
29.32.10,38111
29.32.20,49129
29.32.20,49231
29.32.30,49129
29.32.91,88813
29.32.92,88813
29.32.99,88813
30.11.10,49319
30.11.21,49311
30.11.22,49312
30.11.23,49313
30.11.24,49314
30.11.31,49315
30.11.32,49316
30.11.33,49319
30.11.40,49320
30.11.50,49390
30.11.91,88821
30.11.92,88821
30.11.99,88821
30.12.11,49410
30.12.12,49490
30.12.19,49490
30.12.99,88822
30.20.11,49511
30.20.12,49512
30.20.13,49519
30.20.20,49520
30.20.31,49531
30.20.32,49532
30.20.33,49533
30.20.40,49540
30.20.91,88823
30.20.99,88823
30.30.11,43131
30.30.12,43132
30.30.13,43133
30.30.14,43134
30.30.15,43152
30.30.16,43155
30.30.20,49610
30.30.31,49621
30.30.32,49622
30.30.33,49623
30.30.34,49623
30.30.40,49630
30.30.50,38111
30.30.50,49640
30.30.60,87149
30.30.99,88824
30.40.10,44710
30.40.99,88825
30.91.11,49911
30.91.12,49912
30.91.13,49913
30.91.20,49941
30.91.31,43121
30.91.32,43122
30.91.99,88826
30.92.10,49921
30.92.20,49922
30.92.30,49942
30.92.40,38992
30.92.99,88827
30.99.10,49930
30.99.99,88829
31.00.11,38111
31.00.12,38112
31.00.13,38119
31.00.14,38160
31.00.20,38160
31.00.91,88901
31.00.99,88901
31.01.11,38121
31.01.12,38122
31.01.13,38140
31.01.99,88901
31.02.10,38130
31.02.99,88901
31.03.11,38150
31.03.12,38150
31.03.99,88901
31.09.11,38140
31.09.12,38140
31.09.13,38140
31.09.14,38140
31.09.91,88901
31.09.99,88901
32.11.10,38250
32.11.99,88902
32.12.11,38220
32.12.12,38230
32.12.13,38240
32.12.14,38240
32.12.14,48490
32.12.99,88902
32.13.10,48490
32.13.10,38997
32.13.99,88903
32.20.11,38310
32.20.12,38320
32.20.13,38330
32.20.14,38340
32.20.15,38350
32.20.16,38360
32.20.20,38360
32.20.99,88904
32.30.11,38410
32.30.12,29410
32.30.13,38420
32.30.14,38430
32.30.15,38440
32.30.16,38450
32.30.99,88905
32.40.11,38520
32.40.12,38520
32.40.13,38530
32.40.20,38540
32.40.31,38510
32.40.32,38550
32.40.39,38560
32.40.41,38570
32.40.42,38590
32.40.99,88906
32.50.11,48130
32.50.12,48140
32.50.13,43931
32.50.13,48150
32.50.21,48160
32.50.22,35440
32.50.22,48171
32.50.23,48171
32.50.30,48180
32.50.41,48311
32.50.42,48312
32.50.43,48313
32.50.44,48352
32.50.50,35290
32.50.99,88907
32.91.11,38993
32.91.12,38993
32.91.19,38993
32.91.99,88909
32.99.11,36972
32.99.11,36971
32.99.12,38911
32.99.13,38911
32.99.14,38911
32.99.15,38911
32.99.16,38140
32.99.16,38912
32.99.21,38921
32.99.22,38922
32.99.23,38923
32.99.24,38924
32.99.30,38972
32.99.41,38994
32.99.42,38995
32.99.43,38999
32.99.51,38991
32.99.52,38994
32.99.53,38996
32.99.54,38999
32.99.55,38999
32.99.59,48160
32.99.59,32512
32.99.59,38999
32.99.60,88909
32.99.99,88909
33.11.11,87110
33.11.12,87110
33.11.13,87110
33.11.14,87110
33.11.19,87110
33.12.11,87156
33.12.12,87156
33.12.13,87156
33.12.14,87156
33.12.15,87156
33.12.16,87120
33.12.17,87156
33.12.18,87156
33.12.19,87156
33.12.21,87156
33.12.22,87156
33.12.23,87156
33.12.24,87156
33.12.25,87156
33.12.26,87156
33.12.27,87156
33.12.28,87156
33.12.29,87156
33.13.11,87154
33.13.12,87154
33.13.13,87154
33.13.19,87154
33.14.11,87152
33.14.19,87152
33.15.10,87149
33.16.10,87149
33.17.11,87149
33.17.19,87149
33.19.10,87159
33.20.11,87310
33.20.12,87310
33.20.21,87333
33.20.29,87320
33.20.31,87320
33.20.32,87320
33.20.33,87320
33.20.34,87320
33.20.35,87320
33.20.36,87320
33.20.37,87320
33.20.38,87320
33.20.39,87320
33.20.39,87331
33.20.41,87350
33.20.42,87340
33.20.50,87360
33.20.60,87320
33.20.70,87390
35.11.10,17100
35.12.10,86311
35.12.10,69111
35.13.10,86312
35.13.10,69112
35.14.10,61297
35.14.10,62597
35.14.10,61197
35.14.10,62497
35.21.10,17200
35.22.10,86320
35.22.10,69120
35.23.10,61191
35.30.11,17300
35.30.12,86340
35.30.12,69220
35.30.21,17400
35.30.22,86340
35.30.22,69220
36.00.11,18000
36.00.12,18000
36.00.20,69230
36.00.20,86330
36.00.20,86350
36.00.20,69210
36.00.30,61198
36.00.30,62498
36.00.30,62598
37.00.11,94110
37.00.12,94120
37.00.20,39920
38.11.11,94221
38.11.19,94229
38.11.21,94231
38.11.29,94239
38.11.31,39910
38.11.39,39990
38.11.41,39370
38.11.49,39910
38.11.51,37111
38.11.52,39240
38.11.53,39260
38.11.54,39250
38.11.55,39270
38.11.56,39211
38.11.56,39212
38.11.56,39214
38.11.56,39216
38.11.57,39220
38.11.58,39310
38.11.58,39362
38.11.58,39363
38.11.58,39364
38.11.58,39367
38.11.58,39331
38.11.58,39332
38.11.58,39333
38.11.58,39365
38.11.58,39366
38.11.58,39340
38.11.58,39320
38.11.58,39361
38.11.59,39280
38.11.59,39290
38.11.61,94313
38.11.69,94319
38.12.11,94211
38.12.12,94212
38.12.13,94219
38.12.21,33720
38.12.22,39931
38.12.23,39939
38.12.24,39950
38.12.25,39950
38.12.26,39365
38.12.26,39366
38.12.27,39380
38.12.29,39380
38.12.29,39990
38.12.30,94311
38.21.10,94319
38.21.21,94331
38.21.22,94332
38.21.23,94333
38.21.29,94339
38.21.30,39940
38.21.40,39290
38.22.11,94321
38.22.19,94321
38.22.21,94322
38.22.29,94322
38.31.11,94312
38.31.12,94312
38.32.11,89410
38.32.12,89420
38.32.21,39331
38.32.21,39332
38.32.21,39333
38.32.22,39340
38.32.23,39361
38.32.24,39362
38.32.25,39363
38.32.29,39368
38.32.29,39364
38.32.31,39290
38.32.32,39240
38.32.33,39270
38.32.34,39250
38.32.35,39211
38.32.35,39212
38.32.35,39213
38.32.35,39214
38.32.35,39215
38.32.35,39216
38.32.35,39217
38.32.35,39218
38.32.39,39220
38.32.39,39290
38.32.39,39280
39.00.11,94413
39.00.12,94412
39.00.13,94411
39.00.14,94430
39.00.21,94420
39.00.22,94490
39.00.23,94900
41.00.10,53111
41.00.10,53112
41.00.20,53121
41.00.20,53122
41.00.20,53129
41.00.30,54111
41.00.30,54112
41.00.40,54121
41.00.40,54122
41.00.40,54129
42.11.10,53211
42.11.10,53213
42.11.20,54211
42.11.20,54213
42.12.10,53212
42.12.20,54212
42.13.10,53221
42.13.10,53222
42.13.20,54221
42.13.20,54222
42.21.11,53241
42.21.12,53251
42.21.13,53253
42.21.13,53231
42.21.13,53234
42.21.21,54241
42.21.22,54251
42.21.23,54231
42.21.23,54234
42.21.23,54253
42.21.24,54341
42.21.24,54342
42.22.11,53242
42.22.12,53252
42.22.13,53262
42.22.21,54242
42.22.22,54252
42.22.23,54262
42.91.10,53232
42.91.10,53233
42.91.20,54233
42.91.20,54232
42.99.11,53261
42.99.11,53269
42.99.12,53270
42.99.19,53290
42.99.21,54269
42.99.21,54261
42.99.22,54270
42.99.29,54290
43.11.10,54310
43.12.11,54320
43.12.12,54330
43.13.10,54320
43.21.10,54611
43.21.10,54612
43.21.10,54613
43.21.10,54614
43.21.10,54619
43.22.11,54621
43.22.11,54622
43.22.12,54631
43.22.12,54632
43.22.20,54640
43.29.11,54650
43.29.12,54770
43.29.19,54691
43.29.19,54699
43.29.19,87157
43.31.10,54720
43.32.10,54760
43.33.10,54740
43.33.21,54790
43.33.29,54750
43.34.10,54730
43.34.20,54710
43.39.11,54760
43.39.19,54790
43.91.11,54522
43.91.19,54530
43.99.10,54530
43.99.20,54570
43.99.30,54511
43.99.30,54512
43.99.40,54540
43.99.50,54550
43.99.60,54560
43.99.70,54400
43.99.90,54521
43.99.90,54590
45.11.11,61181
45.11.12,61181
45.11.21,62281
45.11.22,62281
45.11.23,62281
45.11.24,62281
45.11.31,62381
45.11.39,62381
45.11.41,61281
45.11.49,61281
45.19.11,61181
45.19.12,61181
45.19.21,62281
45.19.22,62281
45.19.31,62381
45.19.39,62181
45.19.39,62381
45.19.41,61281
45.19.49,61281
45.20.11,87141
45.20.12,87141
45.20.13,87141
45.20.14,87141
45.20.21,87143
45.20.22,87143
45.20.23,87143
45.20.30,87141
45.31.11,61181
45.31.12,61181
45.31.20,61281
45.32.11,62281
45.32.12,62281
45.32.21,62381
45.32.22,62381
45.32.29,62481
45.32.29,62181
45.40.10,61181
45.40.20,62281
45.40.30,62381
45.40.40,62581
45.40.50,87142
46.11.11,61214
46.11.12,61212
46.11.19,61211
46.11.19,61213
46.11.19,61215
46.11.19,61219
46.12.11,61291
46.12.12,61292
46.12.13,61271
46.12.13,61272
46.13.11,61293
46.13.12,61262
46.13.12,61264
46.13.12,61261
46.13.12,61263
46.14.11,61283
46.14.11,61284
46.14.11,61285
46.14.12,61282
46.14.19,61288
46.14.19,61286
46.14.19,61287
46.14.19,61289
46.15.11,61241
46.15.12,61242
46.15.13,61265
46.15.19,61243
46.15.19,61244
46.15.19,61245
46.15.19,61246
46.16.11,61231
46.16.11,61232
46.16.12,61233
46.16.12,61234
46.16.13,61256
46.17.11,61221
46.17.11,61222
46.17.11,61223
46.17.11,61224
46.17.11,61225
46.17.11,61227
46.17.11,61229
46.17.12,61226
46.17.13,61228
46.18.11,61273
46.18.11,61275
46.18.11,61274
46.18.11,61276
46.18.12,61252
46.18.12,61253
46.18.12,61254
46.18.12,61255
46.18.12,61251
46.18.12,61259
46.18.19,61298
46.18.19,61299
46.18.19,61294
46.18.19,61295
46.19.10,612
46.21.11,61111
46.21.12,61111
46.21.13,61111
46.21.14,61111
46.21.19,61119
46.21.20,61113
46.22.10,61112
46.23.10,61114
46.24.10,61115
46.31.11,61121
46.31.12,61121
46.32.11,61123
46.32.12,61123
46.33.11,61122
46.33.12,61122
46.33.13,61122
46.34.11,61126
46.34.12,61126
46.35.10,61128
46.36.11,61129
46.36.12,61125
46.36.13,61125
46.37.10,61127
46.38.10,61124
46.38.21,61129
46.38.29,61129
46.39.11,611
46.39.12,611
46.41.11,61131
46.41.12,61131
46.41.13,61132
46.41.14,61132
46.42.11,61133
46.42.12,61134
46.43.11,61144
46.43.12,61142
46.43.13,61142
46.43.14,61152
46.44.11,61145
46.44.12,61176
46.45.10,61175
46.46.11,61173
46.46.12,61174
46.47.11,61141
46.47.12,61143
46.47.13,61163
46.48.10,61154
46.49.11,61145
46.49.12,61146
46.49.19,61144
46.49.21,61151
46.49.22,61151
46.49.23,61151
46.49.31,61142
46.49.32,61153
46.49.33,61155
46.49.34,61156
46.49.35,61159
46.49.36,61159
46.49.39,61159
46.51.10,61184
46.52.11,61185
46.52.12,61142
46.52.13,61185
46.61.11,61186
46.61.12,61186
46.62.11,61188
46.62.12,61188
46.62.19,61188
46.63.10,61187
46.64.10,61188
46.65.10,61183
46.66.10,61183
46.69.11,61182
46.69.12,61189
46.69.13,61189
46.69.14,61188
46.69.15,61189
46.69.16,61189
46.69.19,61189
46.71.11,61191
46.71.12,61191
46.71.13,61191
46.72.11,61192
46.72.12,61192
46.72.13,61192
46.72.14,61192
46.73.11,61193
46.73.12,61193
46.73.13,61162
46.73.14,61164
46.73.15,61161
46.73.16,61161
46.73.17,61163
46.73.18,61163
46.74.11,61165
46.74.12,61199
46.74.13,61165
46.75.11,61172
46.75.12,61171
46.76.11,61194
46.76.12,61131
46.76.13,61199
46.76.19,61199
46.77.10,61195
46.90.10,61
47.00.11,62121
47.00.11,62221
47.00.11,62321
47.00.11,62421
47.00.11,62521
47.00.12,62121
47.00.12,62221
47.00.12,62321
47.00.12,62421
47.00.12,62521
47.00.13,62123
47.00.13,62223
47.00.13,62323
47.00.13,62423
47.00.13,62523
47.00.14,62123
47.00.14,62223
47.00.14,62323
47.00.14,62423
47.00.14,62523
47.00.15,62124
47.00.15,62224
47.00.15,62324
47.00.15,62424
47.00.15,62524
47.00.16,62125
47.00.16,62225
47.00.16,62325
47.00.16,62425
47.00.16,62525
47.00.17,62125
47.00.17,62225
47.00.17,62325
47.00.17,62425
47.00.17,62525
47.00.18,62122
47.00.18,62222
47.00.18,62322
47.00.18,62422
47.00.18,62522
47.00.19,62122
47.00.19,62222
47.00.19,62322
47.00.19,62422
47.00.19,62522
47.00.21,62127
47.00.21,62227
47.00.21,62327
47.00.21,62427
47.00.21,62527
47.00.22,62122
47.00.22,62222
47.00.22,62322
47.00.22,62422
47.00.22,62522
47.00.23,62129
47.00.23,62229
47.00.23,62329
47.00.23,62429
47.00.23,62529
47.00.24,62129
47.00.24,62229
47.00.24,62329
47.00.24,62429
47.00.24,62529
47.00.25,62126
47.00.25,62226
47.00.25,62326
47.00.25,62426
47.00.25,62526
47.00.26,62126
47.00.26,62226
47.00.26,62326
47.00.26,62426
47.00.26,62526
47.00.27,62128
47.00.27,62228
47.00.27,62328
47.00.27,62428
47.00.27,62528
47.00.31,62184
47.00.31,62284
47.00.31,62384
47.00.31,62484
47.00.31,62584
47.00.32,62185
47.00.32,62285
47.00.32,62385
47.00.32,62485
47.00.32,62585
47.00.33,62142
47.00.33,62242
47.00.33,62342
47.00.33,62442
47.00.33,62542
47.00.41,62165
47.00.41,62265
47.00.41,62365
47.00.41,62465
47.00.41,62565
47.00.42,62164
47.00.42,62264
47.00.42,62364
47.00.42,62464
47.00.42,62564
47.00.43,62161
47.00.43,62261
47.00.43,62361
47.00.43,62461
47.00.43,62561
47.00.44,62186
47.00.44,62286
47.00.44,62386
47.00.44,62486
47.00.44,62586
47.00.45,62161
47.00.45,62261
47.00.45,62361
47.00.45,62461
47.00.45,62561
47.00.46,62162
47.00.46,62262
47.00.46,62362
47.00.46,62462
47.00.46,62562
47.00.47,62165
47.00.47,62265
47.00.47,62365
47.00.47,62465
47.00.47,62565
47.00.49,62161
47.00.49,62261
47.00.49,62361
47.00.49,62461
47.00.49,62561
47.00.51,62131
47.00.51,62231
47.00.51,62331
47.00.51,62431
47.00.51,62531
47.00.52,62132
47.00.52,62232
47.00.52,62332
47.00.52,62432
47.00.52,62532
47.00.53,62163
47.00.53,62263
47.00.53,62363
47.00.53,62463
47.00.53,62563
47.00.54,62144
47.00.54,62244
47.00.54,62344
47.00.54,62444
47.00.54,62544
47.00.55,62141
47.00.55,62241
47.00.55,62341
47.00.55,62441
47.00.55,62541
47.00.56,62143
47.00.56,62243
47.00.56,62343
47.00.56,62443
47.00.56,62543
47.00.57,62146
47.00.57,62246
47.00.57,62346
47.00.57,62446
47.00.57,62546
47.00.58,62142
47.00.58,62242
47.00.58,62342
47.00.58,62442
47.00.58,62542
47.00.59,62145
47.00.59,62245
47.00.59,62345
47.00.59,62445
47.00.59,62545
47.00.61,62151
47.00.61,62251
47.00.61,62351
47.00.61,62451
47.00.61,62551
47.00.62,62151
47.00.62,62251
47.00.62,62351
47.00.62,62451
47.00.62,62551
47.00.63,62151
47.00.63,62251
47.00.63,62351
47.00.63,62451
47.00.63,62551
47.00.64,62142
47.00.64,62242
47.00.64,62342
47.00.64,62442
47.00.64,62542
47.00.65,62155
47.00.65,62255
47.00.65,62355
47.00.65,62455
47.00.65,62555
47.00.66,62155
47.00.66,62255
47.00.66,62355
47.00.66,62455
47.00.66,62555
47.00.67,62153
47.00.67,62253
47.00.67,62353
47.00.67,62453
47.00.67,62553
47.00.68,62159
47.00.68,62259
47.00.68,62359
47.00.68,62459
47.00.68,62559
47.00.69,62159
47.00.69,62259
47.00.69,62359
47.00.69,62459
47.00.69,62559
47.00.71,62133
47.00.71,62233
47.00.71,62333
47.00.71,62433
47.00.71,62533
47.00.72,62134
47.00.72,62234
47.00.72,62334
47.00.72,62434
47.00.72,62534
47.00.73,62156
47.00.73,62256
47.00.73,62356
47.00.73,62456
47.00.73,62556
47.00.74,62173
47.00.74,62273
47.00.74,62373
47.00.74,62473
47.00.74,62573
47.00.75,62174
47.00.75,62274
47.00.75,62374
47.00.75,62474
47.00.75,62574
47.00.76,62175
47.00.76,62275
47.00.76,62375
47.00.76,62475
47.00.76,62575
47.00.77,62112
47.00.77,62212
47.00.77,62312
47.00.77,62412
47.00.77,62512
47.00.78,62172
47.00.78,62272
47.00.78,62372
47.00.78,62472
47.00.78,62572
47.00.79,62114
47.00.79,62214
47.00.79,62314
47.00.79,62414
47.00.79,62514
47.00.81,62191
47.00.81,62291
47.00.81,62391
47.00.81,62491
47.00.81,62591
47.00.82,62154
47.00.82,62254
47.00.82,62354
47.00.82,62454
47.00.82,62554
47.00.83,62152
47.00.83,62252
47.00.83,62352
47.00.83,62452
47.00.83,62552
47.00.84,62176
47.00.84,62276
47.00.84,62376
47.00.84,62476
47.00.84,62576
47.00.85,62191
47.00.85,62291
47.00.85,62391
47.00.85,62491
47.00.85,62591
47.00.86,62159
47.00.86,62259
47.00.86,62359
47.00.86,62459
47.00.86,62559
47.00.87,62119
47.00.87,62219
47.00.87,62319
47.00.87,62419
47.00.87,62519
47.00.87,62115
47.00.87,62215
47.00.87,62315
47.00.87,62415
47.00.87,62515
47.00.87,62111
47.00.87,62211
47.00.87,62311
47.00.87,62411
47.00.87,62511
47.00.87,62114
47.00.87,62214
47.00.87,62314
47.00.87,62414
47.00.87,62514
47.00.88,62187
47.00.88,62287
47.00.88,62387
47.00.88,62487
47.00.88,62587
47.00.88,62183
47.00.88,62283
47.00.88,62383
47.00.88,62483
47.00.88,62583
47.00.88,62188
47.00.88,62288
47.00.88,62388
47.00.88,62488
47.00.88,62588
47.00.88,62189
47.00.88,62289
47.00.88,62389
47.00.88,62489
47.00.88,62589
47.00.88,62182
47.00.88,62282
47.00.88,62382
47.00.88,62482
47.00.88,62582
47.00.89,62599
47.00.89,62199
47.00.89,62299
47.00.89,62399
47.00.89,62499
47.00.89,62194
47.00.89,62294
47.00.89,62394
47.00.89,62494
47.00.89,62594
47.00.91,622
47.00.91,625
47.00.91,623
47.00.91,621
47.00.91,624
47.00.92,625
47.00.92,624
47.00.92,623
47.00.92,622
47.00.92,621
47.00.99,625
47.00.99,624
47.00.99,623
47.00.99,622
47.00.99,621
49.10.11,64131
49.10.19,64210
49.20.11,65121
49.20.12,65122
49.20.13,65122
49.20.14,65123
49.20.15,65124
49.20.16,65125
49.20.19,65126
49.20.19,65129
49.31.10,64111
49.31.21,64112
49.31.22,64113
49.32.11,64115
49.32.12,64116
49.39.11,64221
49.39.12,64222
49.39.13,64114
49.39.20,64119
49.39.31,66011
49.39.32,64132
49.39.33,64118
49.39.34,64223
49.39.35,64117
49.39.39,64119
49.41.11,65111
49.41.12,65112
49.41.13,65112
49.41.14,65113
49.41.15,65117
49.41.16,65118
49.41.17,65114
49.41.18,65116
49.41.19,65119
49.41.20,66012
49.42.11,65115
49.42.19,65115
49.50.11,65131
49.50.12,65131
49.50.19,65139
50.10.11,64231
50.10.12,64232
50.10.19,64239
50.10.20,66021
50.20.11,65211
50.20.12,65212
50.20.13,65212
50.20.14,65213
50.20.15,65219
50.20.19,65219
50.20.21,66022
50.20.22,65219
50.30.11,64121
50.30.12,64122
50.30.13,64133
50.30.19,64129
50.30.20,66023
50.40.11,65221
50.40.12,65222
50.40.13,65222
50.40.14,65229
50.40.19,65229
50.40.21,66024
50.40.22,65229
51.10.11,64241
51.10.12,64242
51.10.13,64243
51.10.14,64244
51.10.15,64134
51.10.20,66031
51.21.11,65319
51.21.12,65311
51.21.13,65319
51.21.14,65319
51.21.20,66032
51.22.11,64250
51.22.12,65320
52.10.11,67210
52.10.12,67220
52.10.13,67290
52.10.19,67290
52.21.11,67310
52.21.19,67390
52.21.21,67410
52.21.22,67420
52.21.23,67420
52.21.24,67430
52.21.25,67440
52.21.29,67490
52.21.30,67490
52.22.11,67511
52.22.12,67512
52.22.13,67521
52.22.14,67522
52.22.15,67531
52.22.16,67532
